datetime,x_min,x_max,x_std,x_median,y_min,y_max,y_std,y_median,z_min,z_max,z_std,z_median,norm_min,norm_max,norm_std,norm_median
2020-10-26 16:34:35,-0.8986136317253114,-0.7611684799194336,0.035227038140821766,-0.8324544429779053,0.09973205626010896,0.2430364340543747,0.025021506359831813,0.15197589993476868,0.4144245982170105,0.6470806002616882,0.059246868457233044,0.5345366001129149,0.9769576903861462,1.0268915510467984,0.00912772657850005,1.0053975347105768
2020-10-26 16:34:40,-0.8275718092918396,-0.7684924006462098,0.017819553493039264,-0.799740970134735,0.06970404088497162,0.1529524177312851,0.02764136273158672,0.10424845665693283,0.5435693860054016,0.6634373068809509,0.037458374020959244,0.6155878305435181,0.9920802536780537,1.03131721719061,0.006825955444417782,1.009686018407681
2020-10-26 16:34:45,-0.8993459939956665,-0.8158535957336426,0.01677042768393873,-0.8527171611785888,0.14074590802192688,0.2691583633422852,0.028936963859479903,0.19860474765300754,0.4034387171268463,0.5611467957496643,0.03570187941420996,0.4859547019004822,0.976067356511095,1.0261046886024632,0.010986687718287464,1.0037411739564372
2020-10-26 16:34:50,-0.8939751982688902,-0.8700504302978515,0.005515583316046378,-0.8817686438560486,0.2557312250137329,0.28258553147315973,0.007479549037701779,0.26305508613586426,0.3843965232372284,0.42321324348449707,0.008345517274314146,0.4097861051559448,0.995716028624414,1.0206071740994687,0.005076192653480382,1.0082288866099849
2020-10-26 16:34:55,-0.9066699147224426,-0.8805481195449829,0.0045903438898494495,-0.8937309980392456,0.28234139084815973,0.3106604814529419,0.0050298582838584375,0.2952802777290344,0.3465563952922821,0.3929411172866821,0.008340663075739014,0.37096938490867615,0.998962714700414,1.021523030124555,0.0044324244287407685,1.0123623489779028
2020-10-26 16:35:00,-0.9159468412399292,-0.8300131559371949,0.01947022843651767,-0.8929987549781798,0.2891770303249359,0.4244250953197479,0.04458516953752759,0.31359004974365234,0.35436856746673584,0.4351755976676941,0.02457356072481588,0.37414306402206415,1.0068161254515808,1.0485158939740118,0.011400611763375052,1.023218442564951
2020-10-26 16:35:05,-0.8846982717514038,-0.7758162021636963,0.025253735316694705,-0.839412122964859,0.26818186044692993,0.4163688123226166,0.050395528098135585,0.3394678235054016,0.3634013831615448,0.6392684578895569,0.08311248187588735,0.44835869967937475,0.9951960083869651,1.088280463907487,0.021498250606995818,1.0182360345162522
2020-10-26 16:35:10,-0.9198530316352844,-0.7308962345123291,0.060470304845859725,-0.7579947113990781,0.14269894361495972,0.3372706472873688,0.062599374291845,0.25792837142944336,0.5189122557640076,0.6214469075202942,0.03036016772416323,0.5865362882614136,0.9524517099759283,1.1196745907267098,0.04578043789759593,1.0022075191672426
2020-10-26 16:35:15,-0.9262003898620604,-0.7540886402130127,0.03943323811364187,-0.8140226006507874,0.13879287242889404,0.4039181768894196,0.07632337558047111,0.33092327415943146,0.3851289451122284,0.6099728345870972,0.047287193870213615,0.4870533049106598,0.910527748116285,1.1261023249698054,0.04880217187119488,1.002427449892681
2020-10-26 16:35:20,-0.8676090836524963,-0.7404173612594604,0.02912908075175752,-0.8014498949050902,0.16637957096099856,0.34142088890075684,0.042420880959525814,0.2239942848682404,0.41955134272575373,0.6063108444213867,0.05214190428071067,0.5661514401435852,0.9402998203282645,1.0452137106262696,0.025457541144616985,0.9910182747261452
2020-10-26 16:35:25,-0.8451491594314574,-0.6381268501281738,0.051889530192310705,-0.757018208503723,0.11560051143169404,0.2503603398799896,0.03253491109518086,0.20055779814720154,0.5211094617843628,0.819436490535736,0.07954104397403584,0.6614843010902405,0.9528987265331478,1.111622423010955,0.03691628517471357,1.0065546189361398
2020-10-26 16:35:30,-0.8099943995475769,-0.5424278378486633,0.06540408432794353,-0.7006241679191589,0.0738542526960373,0.2662287950515747,0.05009496297478048,0.16882087290287018,0.5818978548049927,0.8084505796432494,0.07179374469410131,0.7024981379508972,0.9027606350404515,1.0962266935254978,0.06235601173076199,1.0052355563825517
2020-10-26 16:35:35,-0.8656560778617859,-0.683046817779541,0.03272175951350924,-0.8020602464675902,0.09509357810020448,0.22252951562404635,0.026488272522994936,0.18298041820526126,0.5057292580604553,0.7669484615325926,0.060232051042846735,0.5782358646392822,0.9455630559094319,1.086422817248282,0.026383059503838853,1.0123670791813415
