datetime,x_min,x_max,x_std,x_median,y_min,y_max,y_std,y_median,z_min,z_max,z_std,z_median,norm_min,norm_max,norm_std,norm_median,activity
2019-11-30 11:31:05,0.06643270701169968,0.06985052675008774,0.00241676351388743,0.06814161688089371,0.3209139406681061,0.3235993683338165,0.0018988841128098001,0.3222566545009613,0.9317362904548644,0.9444311261177064,0.008976604383244411,0.9380837082862854,0.9876900206171096,1.0007726011703502,0.009250781424615665,0.99423131089373,fixe
2019-11-30 11:32:05,-0.2021104395389557,0.15407542884349826,0.07563146762982537,-0.028167718090116978,0.822601318359375,1.0562337636947632,0.062386621456793634,0.9377086162567139,0.103891059756279,0.4830251336097717,0.08543578823602478,0.3249508887529373,0.8618680592096075,1.1325657937770184,0.07010355385641981,1.008800874201238,fixe
2019-11-30 11:32:10,-0.2760818600654602,0.3032389283180237,0.110357624314153,-0.01852457970380783,0.7974559664726258,1.1970969438552856,0.07611862566113752,0.9543094933032988,-0.04893440753221512,0.8348166942596436,0.16938293821920455,0.32739219069480896,0.8113477114418135,1.344556370204774,0.10683536085892904,1.0273119490177272,fixe
2019-11-30 11:32:15,-0.23360320925712585,0.18263864517211914,0.07439365370589314,-0.017303929664194584,0.7674279808998109,1.072834610939026,0.061531436493059186,0.9225725829601288,0.014783561229705812,0.5491844415664673,0.09487621180717007,0.3463122844696045,0.7980865791046126,1.181167270015963,0.07373180003680874,1.001959011541089,fixe
2019-11-30 11:32:20,-0.2401947379112244,0.16237585246562958,0.07864737906728367,-0.02755739539861679,0.7972118258476258,1.0782055854797363,0.06082791617676844,0.934412956237793,0.16297054290771484,0.56432044506073,0.08686598280901049,0.3658427000045776,0.8445359060207471,1.2028587528584542,0.07239908914306348,1.0103113195033164,fixe
2019-11-30 11:32:25,-0.33320829272270197,0.21584035456180573,0.09037336203028079,-0.03231792896986008,0.7808551192283629,1.0467127561569214,0.049360767021541414,0.9256241619586945,0.15808795392513275,0.5948367714881897,0.08914036570739868,0.37743884325027466,0.894004034441615,1.1303919851558133,0.05998288859532458,1.0027677329399243,fixe
2019-11-30 11:32:30,-0.12325640022754668,0.10451700538396837,0.04774079604132189,-0.02401750721037388,0.7779254913330078,1.0423184633255005,0.05705326527027785,0.9263565838336945,0.21643504500389102,0.5284333229064941,0.06293676390511548,0.37719473242759705,0.8447968297660647,1.1418008045724484,0.06483978068286134,0.9997910913276122,fixe
2019-11-30 11:32:35,-0.19381001591682434,0.10622591525316237,0.06509389897010998,-0.04342585243284702,0.8340754508972168,1.0564780235290527,0.04629080786673058,0.9191547632217408,0.2352330535650253,0.5389309525489807,0.07068196038098569,0.38415244221687317,0.8893690474329002,1.171027785497028,0.05759781396098414,1.0117219625070863,fixe
2019-11-30 11:32:40,-0.18770675361156464,0.06667683273553847,0.06648321018499107,-0.04098455235362052,0.8499438762664795,1.0078961849212646,0.04037917077530256,0.928797960281372,0.13440732657909393,0.4783866405487061,0.09308289226762799,0.330687940120697,0.9075099046966338,1.0613024683114918,0.0369807975224173,0.9857839244460702,fixe
2019-11-30 11:32:45,-0.14425158500671387,0.07497725635766983,0.07077165963834513,-0.023407181724905968,0.9263566136360168,1.010337471961975,0.026073655290285734,0.9593141674995422,0.12976886332035065,0.3502183258533477,0.07242639559917236,0.2579371631145477,0.9477778304023521,1.0581815578830447,0.03460032749738146,0.9980515356848106,fixe
2019-11-30 11:32:50,-0.13619530200958252,0.06374727189540863,0.06873591828490459,-0.026092613115906715,0.9234269261360168,1.008384346961975,0.02699226879378884,0.9554080367088318,0.13440732657909393,0.34240618348121643,0.0719702909948285,0.25354284048080444,0.9441428394982175,1.0581500670494055,0.035968005183405975,0.9992802502226127,fixe
